字词,拼音
"绌","chù"
"傗","chù"
"琡","chù"
"鄐","chù"
"斶","chù"
"憷","chù"
"歜","chù"
"臅","chù"
"黜","chù"
"矗","chù"
"豿","chù"
"琯","chù"
"处","chǔ"
"璴","chǔ"
"齭","chǔ"
"齼","chǔ"
"杵","chǔ"
"础","chǔ"
"椘","chǔ"
"储","chǔ"
"楮","chǔ"
"禇","chǔ"
"楚","chǔ"
"褚","chǔ"
"濋","chǔ"
"檚","chǔ"
"刬","chǔ"
"屮","chū"
"出","chū"
"岀","chū"
"初","chū"
"樗","chū"
"貙","chū"
"膗","chuái"
"嘬","chuài"
"踹","chuài"
"膪","chuài"
"搋","chuāi"
"揣","chuāi"
"船","chuán"
"遄","chuán"
"椽","chuán"
"暷","chuán"
"輲","chuán"
"传","chuán"
"舡","chuán"
"歯","chuán"
"汌","chuàn"
"串","chuàn"
"玔","chuàn"
"钏","chuàn"
"賗","chuàn"
"舛","chuǎn"
"喘","chuǎn"
"僢","chuǎn"
"踳","chuǎn"
"堾","chuǎn"
"莊","chuǎn"
"巛","chuān"
"川","chuān"
"氚","chuān"
"穿","chuān"
"剶","chuān"
"瑏","chuān"
"床","chuánɡ"
"噇","chuánɡ"
"创","chuànɡ"
"怆","chuànɡ"
"刱","chuànɡ"
"剏","chuànɡ"
"剙","chuànɡ"
"仺","chuànɡ"
"闯","chuǎnɡ"
"傸","chuǎnɡ"
"磢","chuǎnɡ"
"疮","chuānɡ"
"窗","chuānɡ"
"牎","chuānɡ"
"摐","chuānɡ"
"剉","chuānɡ"
"竢","chuānɡ"
"垂","chuí"
"顀","chuí"
"桘","chuí"
"陲","chuí"
"捶","chuí"
"菙","chuí"
"棰","chuí"
"槌","chuí"
"锤","chuí"
"吹","chuī"
"炊","chuī"
"龡","chuī"
"鰆","chun"
"醇","chún"
"鯙","chún"
"纯","chún"
"陙","chún"
"唇","chún"
"莼","chún"
"淳","chún"
"犉","chún"
"滣","chún"
"鹑","chún"
"漘","chún"
"偆","chǔn"
"萶","chǔn"
"賰","chǔn"
"蠢","chǔn"
"瞦","chǔn"
"鶞","chūn"
"媋","chūn"
"暙","chūn"
"椿","chūn"
"槆","chūn"
"瑃","chūn"
"箺","chūn"
"蝽","chūn"
"橁","chūn"
"輴","chūn"
"櫄","chūn"
"杶","chūn"
"春","chūn"
"啜","chuò"
"辵","chuò"
"娖","chuò"
"涰","chuò"
"辍","chuò"
"龊","chuò"
"擉","chuò"
"磭","chuò"
"歠","chuò"
"嚽","chuò"
"鑡","chuò"
"遫","chuò"
"媠","chuò"
"醧","chuò"
"绰","chuō"
"踔","chuō"
"戳","chuō"
"垐","cí"
"柌","cí"
"祠","cí"
"词","cí"
"珁","cí"
"茨","cí"
"慈","cí"
"辞","cí"
"磁","cí"
"雌","cí"
"鹚","cí"
"糍","cí"
"飺","cí"
"嬨","cí"
"鴜","cí"
"瓷","cí"
"祋","cí"
"瀊","cí"
"朿","cì"
"次","cì"
"佽","cì"
"刺","cì"
"刾","cì"
"庛","cì"
"茦","cì"
"栨","cì"
"莿","cì"
"絘","cì"
"蛓","cì"
"赐","cì"
"螆","cì"
"皉","cǐ"
"此","cǐ"
"佌","cǐ"
"跐","cī"
"呲","cī"
"玼","cī"
"疵","cī"
"趀","cī"
"偨","cī"
"齹","cī"
"嗭","cis"
"从","cónɡ"
"丛","cónɡ"
"婃","cónɡ"
"徖","cónɡ"
"悰","cónɡ"
"淙","cónɡ"
"琮","cónɡ"
"誴","cónɡ"
"賨","cónɡ"
"賩","cónɡ"
"藂","cónɡ"
"灇","cónɡ"
"欉","cónɡ"
"爜","cónɡ"
"宷","cónɡ"
"蟴","cōnɡ"
"璪","cōnɡ"
"聦","cōnɡ"
"聪","cōnɡ"
"瞛","cōnɡ"
"璁","cōnɡ"
"篵","cōnɡ"
"騘","cōnɡ"
"匆","cōnɡ"
"囪","cōnɡ"
"苁","cōnɡ"
"忩","cōnɡ"
"枞","cōnɡ"
"焧","cōnɡ"
"葱","cōnɡ"
"漗","cōnɡ"
"聡","cōnɡ"
"骢","cōnɡ"
"暰","cōnɡ"
"樬","cōnɡ"
"纒","cōnɡ"
"凑","còu"
"腠","còu"
"辏","còu"
"徂","cú"
"殂","cú"
"促","cù"
"猝","cù"
"媨","cù"
"瘄","cù"
"蔟","cù"
"趗","cù"
"醋","cù"
"瘯","cù"
"簇","cù"
"憱","cù"
"縬","cù"
"蹙","cù"
"鼀","cù"
"蹴","cù"
"顣","cù"
"誯","cù"
"粗","cū"
"麁","cū"
"麄","cū"
"櫕","cuán"
"巑","cuán"
"窜","cuàn"
"篡","cuàn"
"殩","cuàn"
"爨","cuàn"
"欑","cuān"
"汆","cuān"
"撺","cuān"
"镩","cuān"
"蹿","cuān"
"乼","cui"
"脆","cuì"
"啐","cuì"
"悴","cuì"
"淬","cuì"
"萃","cuì"
"毳","cuì"
"焠","cuì"
"瘁","cuì"
"粹","cuì"
"翠","cuì"
"膵","cuì"
"膬","cuì"
"臎","cuì"
"瑇","cuì"
"竪","cuì"
"粋","cuì"
"熣","cuǐ"
"繀","cuǐ"
"璀","cuǐ"
"皠","cuǐ"
"墔","cuī"
"崔","cuī"
"催","cuī"
"凗","cuī"
"摧","cuī"
"榱","cuī"
"獕","cuī"
"磪","cuī"
"鏹","cuī"
"憂","cuī"
"存","cún"
"寸","cùn"
"籿","cùn"
"忖","cǔn"
"剏","cǔn"
"村","cūn"
"皴","cūn"
"竴","cūn"
"蒫","cuó"
"鹾","cuó"
"矬","cuó"
"虘","cuó"
"嵯","cuó"
"嵳","cuó"
"痤","cuó"
"厝","cuò"
"夎","cuò"
"挫","cuò"
"莝","cuò"
"莡","cuò"
"措","cuò"
"棤","cuò"
"锉","cuò"
"蓌","cuò"
"错","cuò"
"剒","cuò"
"剉","cuò"
"遠","cuò"
"脞","cuǒ"
"醝","cuō"
"磋","cuō"
"撮","cuō"
"蹉","cuō"
"搓","cuō"
"瑳","cuō"
"遳","cuō"
"襭","cuō"
"疸","da"
"墶","dá"
"剳","dá"
"笪","dá"
"答","dá"
"詚","dá"
"达","dá"
"迏","dá"
"迖","dá"
"妲","dá"
"怛","dá"
"垯","dá"
"炟","dá"
"羍","dá"
"瘩","dá"
"靼","dá"
"鞑","dá"
"燵","dá"
"蟽","dá"
"龖","dá"
"龘","dá"
"踧","dá"
"遯","dá"
"鑞","dá"
"莙","dá"
"卆","dá"
"纉","dá"
"大","dà"
"亣","dà"
"眔","dà"
"橽","dà"
"汏","dà"
"打","dǎ"
"觰","dǎ"
"撘","dā"
"鎝","dā"
"咑","dā"
"哒","dā"
"耷","dā"
"搭","dā"
"嗒","dā"
"褡","dā"
"砶","dā"
"蟚","dài"
"縟","dài"
"靜","dài"
"代","dài"
"轪","dài"
"侢","dài"
"岱","dài"
"岱d","dài"
"帒","dài"
"甙","dài"
"绐","dài"
"迨","dài"
"带","dài"
"待","dài"
"怠","dài"
"柋","dài"
"殆","dài"
"玳","dài"
"贷","dài"
"帯","dài"
"埭","dài"
"袋","dài"
"軚","dài"
"叇","dài"
"曃","dài"
"鮘","dài"
"鴏","dài"
"戴","dài"
"艜","dài"
"黛","dài"
"瀻","dài"
"襶","dài"
"蝳","dài"
"弅","dài"
"載","dài"
"骀","dài"
"逮","dǎi"
"歹","dǎi"
"傣","dǎi"
"懛","dāi"
"呆","dāi"
"旦","dàn"
"但","dàn"
"帎","dàn"
"泹","dàn"
"诞","dàn"
"柦","dàn"
"啖","dàn"
"弹","dàn"
"惮","dàn"
"淡","dàn"
"萏","dàn"
"蛋","dàn"
"啿","dàn"
"氮","dàn"
"蜑","dàn"
"觛","dàn"
"窞","dàn"
"髧","dàn"
"嘾","dàn"
"憺","dàn"
"澹","dàn"
"駳","dàn"
"鴠","dàn"
"嚪","dàn"
"贉","dàn"
"饏","dàn"
"泋","dàn"
"痙","dàn"
"蓞","dàn"
"皅","dàn"
"秜","dàn"
"弾","dàn"
"醈","dàn"
"畑","dàn"
"纖","dàn"
"膃","dàn"
"靕","dàn"
"赕","dǎn"
"紞","dǎn"
"掸","dǎn"
"亶","dǎn"
"伔","dǎn"
"刐","dǎn"
"狚","dǎn"
"玬","dǎn"
"胆","dǎn"
"衴","dǎn"
"澸","dǎn"
"黕","dǎn"
"瓭","dān"
"媅","dān"
"殚","dān"
"瘅","dān"
"箪","dān"
"褝","dān"
"儋","dān"
"勯","dān"
"聸","dān"
"丹","dān"
"妉","dān"
"单","dān"
"担","dān"
"単","dān"
"眈","dān"
"耽","dān"
"郸","dān"
"聃","dān"
"躭","dān"
"襯","dān"
"卻","dān"
"亻","dān"
"硁","dān"
"卩","dān"
"娊","dān"
"噡","dān"
"璽","dànɡ"
"嵣","dànɡ"
"偒","dànɡ"
"礵","dànɡ"
"坵","dànɡ"
"凼","dànɡ"
"宕","dànɡ"
"砀","dànɡ"
"垱","dànɡ"
"荡","dànɡ"
"档","dànɡ"
"菪","dànɡ"
"雼","dànɡ"
"潒","dànɡ"
"瞊","dànɡ"
"趤","dànɡ"
"壋","dànɡ"
"簜","dànɡ"
"蘯","dànɡ"
"甮","dànɡ"
"陊","dànɡ"
"灙","dǎnɡ"
"挡","dǎnɡ"
"党","dǎnɡ"
"谠","dǎnɡ"
"譡","dǎnɡ"
"艡","dānɡ"
"蟷","dānɡ"
"当","dānɡ"
"珰","dānɡ"
"裆","dānɡ"
"儅","dānɡ"
"噹","dānɡ"
"澢","dānɡ"
"箉","dānɡ"
"盗","dào"
"椡","dào"
"道","dào"
"噵","dào"
"稻","dào"
"衜","dào"
"檤","dào"
"衟","dào"
"軇","dào"
"瓙","dào"
"纛","dào"
"到","dào"
"悼","dào"
"帱","dào"
"眎","dào"
"穜","dào"
"箌","dào"
"聄","dào"
"萲","dǎo"
"雤","dǎo"
"嶋","dǎo"
"嶌","dǎo"
"槝","dǎo"
"壔","dǎo"
"蹈","dǎo"
"宲","dǎo"
"捣","dǎo"
"祷","dǎo"
"禂","dǎo"
"导","dǎo"
"岛","dǎo"
"陦","dǎo"
"倒","dǎo"
"雐","dǎo"
"巜","dǎo"
"叨","dāo"
"屶","dāo"
"忉","dāo"
"氘","dāo"
"舠","dāo"
"釖","dāo"
"鱽","dāo"
"刀","dāo"
"裯","dāo"
"的","de"
"得","dé"
"淂","dé"
"锝","dé"
"徳","dé"
"德","dé"
"恴","dé"
"揼","dem"
"抩","den"
"抷","den"
"嶝","dènɡ"
"瞪","dènɡ"
"磴","dènɡ"
"镫","dènɡ"
"邓","dènɡ"
"凳","dènɡ"
"雚","dènɡ"
"等","děnɡ"
"戥","děnɡ"
"墱","dēnɡ"
"灯","dēnɡ"
"登","dēnɡ"
"噔","dēnɡ"
"嬁","dēnɡ"
"竳","dēnɡ"
"簦","dēnɡ"
"艠","dēnɡ"
"蹬","dēnɡ"
"豲","dēnɡ"
"觬","dēnɡ"
"璷","dēnɡ"
"鹠","dí"
"蔴","dí"
"廸","dí"
"狄","dí"
"籴","dí"
"苖","dí"
"镝","dí"
"迪","dí"
"唙","dí"
"敌","dí"
"涤","dí"
"荻","dí"
"梑","dí"
"笛","dí"
"觌","dí"
"靮","dí"
"髢","dí"
"嫡","dí"
"魡","dí"
"篴","dí"
"嚁","dí"
"豴","dí"
"藋","dí"
"樀","dí"
"頴","dí"
"蔿","dí"
"恔","dì"
"珶","dì"
"僣","dì"
"畇","dì"
"巖","dì"
"駐","dì"
"慸","dì"
"地","dì"
"帝","dì"
"埊","dì"
"娣","dì"
"递","dì"
"逓","dì"
"偙","dì"
"啇","dì"
"梊","dì"
"焍","dì"
"眱","dì"
"祶","dì"
"第","dì"
"菂","dì"
"谛","dì"
"棣","dì"
"睇","dì"
"缔","dì"
"蒂","dì"
"弚","dì"
"坔","dì"
"弟","dì"
"鉪","dì"
"墑","dì"
"墬","dì"
"摕","dì"
"碲","dì"
"苐","dì"
"俤","dì"
"赿","dì"
"昦","dì"
"膙","dì"
"秂","dì"
"珃","dì"
"輇","dǐ"
"鰓","dǐ"
"坘","dǐ"
"砥","dǐ"
"菧","dǐ"
"骶","dǐ"
"诋","dǐ"
"邸","dǐ"
"阺","dǐ"
"呧","dǐ"
"坻","dǐ"
"底","dǐ"
"弤","dǐ"
"抵","dǐ"
"拞","dǐ"
"柢","dǐ"
"牴","dī"
"磾","dī"
"仾","dī"
"低","dī"
"彽","dī"
"袛","dī"
"啲","dī"
"埞","dī"
"羝","dī"
"堤","dī"
"趆","dī"
"嘀","dī"
"滴","dī"
"氐","dī"
"奷","dī"
"磞","dī"
"韑","dī"
"嗲","diǎ"
"坫","diàn"
"店","diàn"
"垫","diàn"
"扂","diàn"
"玷","diàn"
"钿","diàn"
"唸","diàn"
"婝","diàn"
"惦","diàn"
"淀","diàn"
"奠","diàn"
"殿","diàn"
"蜔","diàn"
"壂","diàn"
"橂","diàn"
"靛","diàn"
"磹","diàn"
"癜","diàn"
"簟","diàn"
"驔","diàn"
"电","diàn"
"佃","diàn"
"甸","diàn"
"膆","diàn"
"瑄","diàn"
"媗","diǎn"
"奾","diǎn"
"丶","diǎn"
"踮","diǎn"
"典","diǎn"
"点","diǎn"
"敟","diǎn"
"椣","diǎn"
"碘","diǎn"
"蒧","diǎn"
"蕇","diǎn"
"巔","diān"
"攧","diān"
"齻","diān"
"敁","diān"
"掂","diān"
"傎","diān"
"厧","diān"
"嵮","diān"
"滇","diān"
"槙","diān"
"瘨","diān"
"颠","diān"
"蹎","diān"
"巅","diān"
"顚","diān"
"癫","diān"
"雿","diào"
"瘹","diào"
"鋽","diào"
"伄","diào"
"吊","diào"
"钓","diào"
"窎","diào"
"訋","diào"
"调","diào"
"掉","diào"
"铞","diào"
"鈟","diào"
"竨","diào"
"鑣","diào"
"竘","diào"
"絩","diào"
"嬥","diào"
"抐","diǎo"
"屌","diǎo"
"琱","diāo"
"凋","diāo"
"弴","diāo"
"蛁","diāo"
"貂","diāo"
"碉","diāo"
"殦","diāo"
"雕","diāo"
"鲷","diāo"
"簓","diāo"
"鼦","diāo"
"刁","diāo"
"叼","diāo"
"汈","diāo"
"刟","diāo"
"鮩","diāo"
"砲","diāo"
"錭","diāo"
"妏","diāo"
"淍","diāo"
"踠","dié"
"閜","dié"
"槢","dié"
"聎","dié"
"鐡","dié"
"鮙","dié"
"崼","dié"
"渉","dié"
"挃","dié"
"苵","dié"
"迭","dié"
"垤","dié"
"恎","dié"
"绖","dié"
"胅","dié"
"瓞","dié"
"眣","dié"
"戜","dié"
"谍","dié"
"喋","dié"
"堞","dié"
"幉","dié"
"惵","dié"
"揲","dié"
"畳","dié"
"耋","dié"
"詄","dié"
"趃","dié"
"叠","dié"
"牃","dié"
"牒","dié"
"碟","dié"
"褋","dié"
"艓","dié"
"蝶","dié"
"疂","dié"
"蹀","dié"
"鲽","dié"
"氎","dié"
"島","dié"
"眰","diè"
"爹","diē"
"跌","diē"
"襜","diē"
"嚸","dim"
"钉","dìnɡ"
"订","dìnɡ"
"饤","dìnɡ"
"定","dìnɡ"
"啶","dìnɡ"
"萣","dìnɡ"
"椗","dìnɡ"
"腚","dìnɡ"
"碇","dìnɡ"
"锭","dìnɡ"
"聢","dìnɡ"
"磸","dìnɡ"
"铤","dìnɡ"
"磑","dìnɡ"
"顁","dǐnɡ"
"顶","dǐnɡ"
"鼎","dǐnɡ"
"嵿","dǐnɡ"
"鼑","dǐnɡ"
"鐤","dǐnɡ"
"酊","dǐnɡ"
"藋","dǐnɡ"
"耵","dīnɡ"
"疔","dīnɡ"
"盯","dīnɡ"
"丁","dīnɡ"
"仃","dīnɡ"
"叮","dīnɡ"
"帄","dīnɡ"
"玎","dīnɡ"
"靪","dīnɡ"
"町","dīnɡ"
"丢","diu1"
"铥","diu1"
"乬","diu1"
"峝","dònɡ"
"恫","dònɡ"
"挏","dònɡ"
"栋","dònɡ"
"洞","dònɡ"
"胨","dònɡ"
"迵","dònɡ"
"戙","dònɡ"
"胴","dònɡ"
"崠","dònɡ"
"硐","dònɡ"
"动","dònɡ"
"冻","dònɡ"
"侗","dònɡ"
"垌","dònɡ"
"姛","dònɡ"
"峒","dònɡ"
"駧","dònɡ"
"霘","dònɡ"
"烔","dònɡ"
"絧","dònɡ"
"騦","dònɡ"
"勭","dònɡ"
"猨","dònɡ"
"僷","dònɡ"
"湩","dǒnɡ"
"董","dǒnɡ"
"墥","dǒnɡ"
"嬞","dǒnɡ"
"懂","dǒnɡ"
"箽","dǒnɡ"
"蕫","dǒnɡ"
"諌","dǒnɡ"
"揰","dǒnɡ"
"东","dōnɡ"
"冬","dōnɡ"
"咚","dōnɡ"
"岽","dōnɡ"
"苳","dōnɡ"
"昸","dōnɡ"
"鸫","dōnɡ"
"埬","dōnɡ"
"崬","dōnɡ"
"涷","dōnɡ"
"笗","dōnɡ"
"菄","dōnɡ"
"氭","dōnɡ"
"鮗","dōnɡ"
"鯿","dōnɡ"
"夂","dōnɡ"
"鷋","dōnɡ"
"徚","dōnɡ"
"蝬","dōnɡ"
"艔","dóu"
"斗","dòu"
"窦","dòu"
"斣","dòu"
"鬪","dòu"
"鬬","dòu"
"豆","dòu"
"浢","dòu"
"逗","dòu"
"饾","dòu"
"梪","dòu"
"毭","dòu"
"脰","dòu"
"痘","dòu"
"閗","dòu"
"醜","dòu"
"別","dòu"
"鄈","dòu"
"莣","dòu"
"抖","dǒu"
"陡","dǒu"
"蚪","dǒu"
"吺","dōu"
"剅","dōu"
"唗","dōu"
"都","dōu"
"兜","dōu"
"蔸","dōu"
"篼","dōu"
"檟","dōu"
"読","dú"
"豮","dú"
"嬻","dú"
"殰","dú"
"瓄","dú"
"皾","dú"
"騳","dú"
"毒","dú"
"涜","dú"
"读","dú"
"渎","dú"
"椟","dú"
"牍","dú"
"犊","dú"
"裻","dú"
"韣","dú"
"髑","dú"
"鑟","dú"
"韇","dú"
"黩","dú"
"韥","dú"
"独","dú"
"讟","dú"
"趃","dú"
"錶","dú"
"樚","dú"
"厁","dú"
"襩","dú"
"芏","dù"
"妒","dù"
"杜","dù"
"肚","dù"
"度","dù"
"秺","dù"
"渡","dù"
"靯","dù"
"镀","dù"
"螙","dù"
"殬","dù"
"蠹","dù"
"剫","dù"
"莟","dù"
"赌","dǔ"
"睹","dǔ"
"笃","dǔ"
"堵","dǔ"
"帾","dǔ"
"琽","dǔ"
"暏","dǔ"
"笁","dǔ"
"厾","dū"
"剢","dū"
"嘟","dū"
"督","dū"
"醏","dū"
"磛","duàn"
"段","duàn"
"断","duàn"
"缎","duàn"
"葮","duàn"
"椴","duàn"
"煅","duàn"
"瑖","duàn"
"腶","duàn"
"锻","duàn"
"毈","duàn"
"簖","duàn"
"塮","duàn"
"躽","duàn"
"短","duǎn"
"端","duān"
"褍","duān"
"偳","duān"
"媏","duān"
"篅","duān"
"鎕","duān"
"叾","duɡ"
"队","duì"
"对","duì"
"兊","duì"
"兌","duì"
"兑","duì"
"対","duì"
"祋","duì"
"怼","duì"
"陮","duì"
"碓","duì"
"綐","duì"
"憝","duì"
"薱","duì"
"镦","duì"
"瀩","duì"
"譵","duì"
"錿","duì"
"杸","duì"
"瀉","duì"
"譩","duì"
"垖","duī"
"堆","duī"
"塠","duī"
"嵟","duī"
"痽","duī"
"鴭","duī"
"鐜","duī"
"鎚","duī"
"顇","duī"
"潡","dùn"
"踲","dùn"
"伅","dùn"
"囤","dùn"
"沌","dùn"
"炖","dùn"
"盾","dùn"
"砘","dùn"
"逇","dùn"
"钝","dùn"
"顿","dùn"
"遁","dùn"
"碷","dùn"
"膔","dùn"
"腯","dùn"
"盹","dǔn"
"趸","dǔn"
"吨","dūn"
"惇","dūn"
"敦","dūn"
"墩","dūn"
"壿","dūn"
"撴","dūn"
"獤","dūn"
"撉","dūn"
"犜","dūn"
"礅","dūn"
"蹲","dūn"
"驐","dūn"
"蝡","dūn"
"躧","dūn"
"踭","duó"
"夺","duó"
"铎","duó"
"敚","duó"
"喥","duó"
"痥","duó"
"鈬","duó"
"踱","duó"
"鮵","duó"
"刟","duó"
"饳","duò"
"尮","duò"
"柮","duò"
"桗","duò"
"堕","duò"
"舵","duò"
"惰","duò"
"跺","duò"
"嶞","duò"
"墯","duò"
"鵽","duò"
"剁","duò"
"沲","duò"
"陊","duò"
"貀","duò"
"嫷","duò"
"詑","duò"
"鬱","duǒ"
"硾","duǒ"
"朵","duǒ"
"哚","duǒ"
"垛","duǒ"
"挅","duǒ"
"挆","duǒ"
"埵","duǒ"
"趓","duǒ"
"躲","duǒ"
"亸","duǒ"
"嚲","duǒ"
"掇","duō"
"多","duō"
"夛","duō"
"咄","duō"
"哆","duō"
"茤","duō"
"剟","duō"
"崜","duō"
"敠","duō"
"毲","duō"
"裰","duō"
"嚉","duō"
"呃","e"
"讹","é"
"吪","é"
"囮","é"
"迗","é"
"俄","é"
"娥","é"
"峨","é"
"涐","é"
"莪","é"
"珴","é"
"皒","é"
"睋","é"
"鈋","é"
"锇","é"
"鹅","é"
"蛾","é"
"磀","é"
"额","é"
"魤","é"
"佮","é"
"鰪","é"
"誱","é"
"頿","é"
"騠","é"
"蝭","è"
"峴","è"
"蚻","è"
"攁","è"
"齦","è"
"硏","è"
"齾","è"
"輖","è"
"扼","è"
"苊","è"
"轭","è"
"咢","è"
"垩","è"
"姶","è"
"匎","è"
"恶","è"
"厄","è"
"歺","è"
"砨","è"
"饿","è"
"偔","è"
"卾","è"
"谔","è"
"鄂","è"
"阏","è"
"堮","è"
"崿","è"
"愕","è"
"湂","è"
"萼","è"
"豟","è"
"遌","è"
"遏","è"
"廅","è"
"搹","è"
"琧","è"
"腭","è"
"詻","è"
"僫","è"
"锷","è"
"鹗","è"
"颚","è"
"噩","è"
"餩","è"
"鳄","è"
"屵","è"
"岋","è"
"阨","è"
"堊","è"
"硆","è"
"歞","è"
"櫮","è"
"讍","è"
"鑩","è"
"觙","è"
"砵","è"
"唄","è"
"枙","ě"
"硈","ě"
"鵨","ě"
"婀","ē"
"妸","ē"
"妿","ē"
"娿","ē"
"诶","ēi"
"唔","én"
"摁","èn"
"峸","ěn"
"奵","ēn"
"恩","ēn"
"蒽","ēn"
"韊","ēnɡ"
"仒","eo"
"乻","eol"
"旕","eos"
"儿","ér"
"而","ér"
"侕","ér"
"洏","ér"
"栭","ér"
"胹","ér"
"鸸","ér"
"粫","ér"
"輀","ér"
"鲕","ér"
"髵","ér"
"咡","ér"
"裭","ér"
"離","ér"
"辸","ér"
"陾","ér"
"峹","ér"
"莌","ér"
"聐","ér"
"髶","èr"
"贰","èr"
"二","èr"
"弍","èr"
"弐","èr"
"佴","èr"
"衈","èr"
"誀","èr"
"樲","èr"
"刵","èr"
"尒","ěr"
"尓","ěr"
"尔","ěr"
"耳","ěr"
"迩","ěr"
"洱","ěr"
"饵","ěr"
"栮","ěr"
"毦","ěr"
"珥","ěr"
"铒","ěr"
"駬","ěr"
"趰","ěr"
"貮","èr发fā"
"乏","fá"
"伐","fá"
"姂","fá"
"垡","fá"
"罚","fá"
"阀","fá"
"傠","fá"
"筏","fá"
"藅","fá"
"瞲","fá"
"珐","fà"
"佱","fǎ"
"法","fǎ"
"砝","fǎ"
"鍅","fǎ"
"沷","fā"
"発","fā"
"发","fā"
"彂","fā"
"髪","fā"
"醗","fā"
"钒","fán"
"舤","fán"
"烦","fán"
"舧","fán"
"棥","fán"
"樊","fán"
"橎","fán"
"燔","fán"
"璠","fán"
"繁","fán"
"羳","fán"
"蹯","fán"
"瀿","fán"
"蘩","fán"
"凡","fán"
"杋","fán"
"柉","fán"
"矾","fán"
"籵","fán"
"鐇","fán"
"蠜","fán"
"鷭","fán"
"瀪","fán"
"伋","fán"
"筨","fán"
"藊","fán"
"刦","fán"
"刧","fán"
"卥","fán"
"筪","fàn"
"漥","fàn"
"奿","fàn"
"犯","fàn"
"泛","fàn"
"饭","fàn"
"范","fàn"
"贩","fàn"
"畈","fàn"
"訉","fàn"
"軓","fàn"
"梵","fàn"
"飰","fàn"
"嬎","fàn"
"嬔","fàn"
"眆","fàn"
"婏","fàn"
"返","fǎn"
"氾","fǎn"
"反","fǎn"
"仮","fǎn"
"辺","fǎn"
"汎","fǎn"
"犭","fǎn"
"攵","fǎn"
"抌","fǎn"
"鱵","fān"
"帆","fān"
"忛","fān"
"犿","fān"
"番","fān"
"勫","fān"
"墦","fān"
"嬏","fān"
"幡","fān"
"憣","fān"
"旙","fān"
"旛","fān"
"翻","fān"
"藩","fān"
"颿","fān"
"蕃","fān"
"辬","fān"
"防","fánɡ"
"妨","fánɡ"
"房","fánɡ"
"肪","fánɡ"
"鲂","fánɡ"
"放","fànɡ"
"仿","fǎnɡ"
"访","fǎnɡ"
"纺","fǎnɡ"
"瓬","fǎnɡ"
"眆","fǎnɡ"
"旊","fǎnɡ"
"舫","fǎnɡ"
"髣","fǎnɡ"
"晉","fǎnɡ"
"昿","fǎnɡ"
"鷍","fǎnɡ"
"渆","fānɡ"
"錺","fānɡ"
"鴋","fānɡ"
"埅","fānɡ"
"方","fānɡ"
"邡","fānɡ"
"坊","fānɡ"
"芳","fānɡ"
"枋","fānɡ"
"牥","fānɡ"
"钫","fānɡ"
"堏","fānɡ"
"肥","féi"
"淝","féi"
"暃","féi"
"腓","féi"
"蟦","féi"
"棐","féi"
"吠","fèi"
"废","fèi"
"沸","fèi"
"狒","fèi"
"肺","fèi"
"昲","fèi"
"费","fèi"
"俷","fèi"
"剕","fèi"
"厞","fèi"
"屝","fèi"
"廃","fèi"
"痱","fèi"
"镄","fèi"
"曊","fèi"
"鼣","fèi"
"櫠","fèi"
"靅","fèi"
"瀘","fèi"
"癱","fèi"
"胏","fèi"
"榧","fěi"
"翡","fěi"
"蕜","fěi"
"篚","fěi"
"匪","fěi"
"诽","fěi"
"悱","fěi"
"斐","fěi"
"蜚","fēi"
"霏","fēi"
"鲱","fēi"
"餥","fēi"
"騛","fēi"
"飞","fēi"
"妃","fēi"
"非","fēi"
"啡","fēi"
"婓","fēi"
"婔","fēi"
"渄","fēi"
"绯","fēi"
"菲","fēi"
"扉","fēi"
"飝","fēi"
"靟","fēi"
"裶","fēi"
"駃","fēi"
"猽","fēi"
"騱","fēi"
"雟","fén"
"馼","fén"
"黵","fén"
"檍","fén"
"鑝","fén"
"駉","fén"
"坟","fén"
"妢","fén"
"岎","fén"
"汾","fén"
"枌","fén"
"豮","fén"
"鼢","fén"
"羵","fén"
"鼖","fén"
"燓","fén"
"蒶","fén"
"幩","fén"
"魵","fén"
"梤","fén"
"羒","fén"
"蚠","fén"
"蚡","fén"
"棼","fén"
"焚","fén"
"辪","fén"
"奋","fèn"
"忿","fèn"
"秎","fèn"
"偾","fèn"
"愤","fèn"
"粪","fèn"
"份","fèn"
"坋","fèn"
"弅","fèn"
"膹","fèn"
"鲼","fèn"
"瀵","fèn"
"粉","fěn"
"瞓","fěn"
"黺","fěn"
"酚","fēn"
"鈖","fēn"
"餴","fēn"
"饙","fēn"
"躮","fēn"
"翂","fēn"
"棻","fēn"
"竕","fēn"
"分","fēn"
"吩","fēn"
"帉","fēn"
"纷","fēn"
"芬","fēn"
"氛","fēn"
"晄","fēn"
"朾","fēn"
"錀","fēn"
"捀","fénɡ"
"逢","fénɡ"
"堸","fénɡ"
"綘","fénɡ"
"缝","fénɡ"
"艂","fénɡ"
"冯","fénɡ"
"煈","fènɡ"
"鴌","fènɡ"
"甮","fènɡ"
"俸","fènɡ"
"湗","fènɡ"
"焨","fènɡ"
"凤","fènɡ"
"奉","fènɡ"
"趓","fènɡ"
"蘹","fènɡ"
"鴏","fènɡ"
"讽","fěnɡ"
"唪","fěnɡ"
"飌","fēnɡ"
"猦","fēnɡ"
"葑","fēnɡ"
"锋","fēnɡ"
"犎","fēnɡ"
"蜂","fēnɡ"
"僼","fēnɡ"
"鄷","fēnɡ"
